merchant_id,sales_date,approved_transactions,sales_amount_cop
M061,2026-05-13,6,352452
M061,2026-05-14,0,0
M061,2026-05-15,8,929208
M061,2026-05-16,0,0
M061,2026-05-17,0,0
M061,2026-05-18,0,0
M061,2026-05-19,0,0
M061,2026-05-20,5,377685
M061,2026-05-21,0,0
M061,2026-05-22,8,807456
M061,2026-05-23,3,393261
M061,2026-05-24,3,470238
M061,2026-05-25,8,683232
M061,2026-05-26,5,858640
M061,2026-05-27,0,0
M061,2026-05-28,5,394180
M061,2026-05-29,3,203262
M061,2026-05-30,0,0
M061,2026-05-31,2,165260
M061,2026-06-01,3,465135
M061,2026-06-02,3,163707
M061,2026-06-03,1,73502
M061,2026-06-04,0,0
M061,2026-06-05,0,0
M061,2026-06-06,9,948519
M061,2026-06-07,5,431075
M061,2026-06-08,6,866958
M061,2026-06-09,2,334278
M061,2026-06-10,7,683438
M061,2026-06-11,3,417894
M061,2026-06-12,3,457965
M061,2026-06-13,0,0
M061,2026-06-14,6,224478
M061,2026-06-15,0,0
M061,2026-06-16,5,419470
M061,2026-06-17,3,298914
M061,2026-06-18,6,469644
M061,2026-06-19,3,172200
M061,2026-06-20,0,0
M061,2026-06-21,6,951684
M061,2026-06-22,5,415275
M061,2026-06-23,0,0
M061,2026-06-24,2,153300
M061,2026-06-25,0,0
M061,2026-06-26,9,1016055
M061,2026-06-27,1,39712
M061,2026-06-28,0,0
M061,2026-06-29,1,122590
M061,2026-06-30,4,569420
M061,2026-07-01,5,749520
M061,2026-07-02,0,0
M061,2026-07-03,5,177840
M061,2026-07-04,0,0
M061,2026-07-05,0,0
M061,2026-07-06,0,0
M061,2026-07-07,0,0
M061,2026-07-08,0,0
M061,2026-07-09,0,0
M061,2026-07-10,0,0
M061,2026-07-11,0,0
M061,2026-07-12,0,0
M061,2026-07-13,0,0
M061,2026-07-14,0,0
M061,2026-07-15,5,470306
M061,2026-07-16,5,470298
M061,2026-07-17,0,0
M061,2026-07-18,5,481769
M061,2026-07-19,0,0
M061,2026-07-20,11,997951
M061,2026-07-21,3,298238
M061,2026-07-22,3,240884
M061,2026-07-23,0,0
M061,2026-07-24,12,1078246
M061,2026-07-25,12,1101187
M061,2026-07-26,9,814420
M061,2026-07-27,6,562064
M061,2026-07-28,0,0
M061,2026-07-29,0,0
M061,2026-07-30,11,1009422
M061,2026-07-31,9,825890
M061,2026-08-01,7,585005
M061,2026-08-02,5,470298
M061,2026-08-03,0,0
M061,2026-08-04,11,970125
M061,2026-08-05,11,1006046
M061,2026-08-06,0,0
M061,2026-08-07,8,718604
M061,2026-08-08,9,814418
M061,2026-08-09,0,0
M061,2026-08-10,0,0
M061,2026-08-11,0,0
M061,2026-08-12,7,622790
M061,2026-08-13,0,0
M061,2026-08-14,4,347325
M061,2026-08-15,0,0
M061,2026-08-16,0,0
M061,2026-08-17,2,179651
M061,2026-08-18,13,1149767
M061,2026-08-19,5,407209
M061,2026-08-20,8,706627
M061,2026-08-21,10,910232
M061,2026-08-22,0,0
M061,2026-08-23,13,1197674
M061,2026-08-24,2,191627
M061,2026-08-25,0,0
M061,2026-08-26,5,431162
M061,2026-08-27,0,0
M061,2026-08-28,0,0
M061,2026-08-29,7,610813
M061,2026-08-30,0,0
M061,2026-08-31,1,35930
M062,2026-08-19,0,0
M062,2026-08-20,4,492108
M062,2026-08-21,3,317532
M062,2026-08-22,5,775615
M062,2026-08-23,2,184982
M062,2026-08-24,5,575450
M062,2026-08-25,4,598056
M062,2026-08-26,0,0
M062,2026-08-27,3,179157
M062,2026-08-28,9,1026576
M062,2026-08-29,6,853308
M062,2026-08-30,4,663800
M062,2026-08-31,0,0
M063,2026-03-09,0,0
M063,2026-03-10,9,669672
M063,2026-03-11,6,1310286
M063,2026-03-12,6,1267716
M063,2026-03-13,0,0
M063,2026-03-14,0,0
M063,2026-03-15,0,0
M063,2026-03-16,3,491484
M063,2026-03-17,12,2777988
M063,2026-03-18,0,0
M063,2026-03-19,8,1461584
M063,2026-03-20,5,420595
M063,2026-03-21,0,0
M063,2026-03-22,9,2269152
M063,2026-03-23,10,910540
M063,2026-03-24,3,562362
M063,2026-03-25,9,2076867
M063,2026-03-26,0,0
M063,2026-03-27,10,909040
M063,2026-03-28,8,761992
M063,2026-03-29,12,1620396
M063,2026-03-30,0,0
M063,2026-03-31,6,727686
M063,2026-04-01,9,1910376
M063,2026-04-02,8,636200
M063,2026-04-03,4,331364
M063,2026-04-04,9,2254878
M063,2026-04-05,10,2374500
M063,2026-04-06,9,754056
M063,2026-04-07,9,1330182
M063,2026-04-08,10,767210
M063,2026-04-09,0,0
M063,2026-04-10,9,1951740
M063,2026-04-11,6,805248
M063,2026-04-12,5,1065205
M063,2026-04-13,8,1588856
M063,2026-04-14,10,2306380
M063,2026-04-15,10,1181540
M063,2026-04-16,10,1084330
M063,2026-04-17,12,2900796
M063,2026-04-18,7,534779
M063,2026-04-19,0,0
M063,2026-04-20,10,2376280
M063,2026-04-21,7,1531474
M063,2026-04-22,8,819600
M063,2026-04-23,8,1957960
M063,2026-04-24,9,1631043
M063,2026-04-25,5,890480
M063,2026-04-26,8,582080
M063,2026-04-27,0,0
M063,2026-04-28,9,2246292
M063,2026-04-29,0,0
M063,2026-04-30,10,1694490
M063,2026-05-01,10,2405610
M063,2026-05-02,4,344484
M063,2026-05-03,0,0
M063,2026-05-04,0,0
M063,2026-05-05,4,837108
M063,2026-05-06,0,0
M063,2026-05-07,11,1351801
M063,2026-05-08,0,0
M063,2026-05-09,9,1233648
M063,2026-05-10,9,1290384
M063,2026-05-11,8,909544
M063,2026-05-12,0,0
M063,2026-05-13,9,1516608
M063,2026-05-14,0,0
M063,2026-05-15,6,710898
M063,2026-05-16,7,1481991
M063,2026-05-17,0,0
M063,2026-05-18,8,1595136
M063,2026-05-19,0,0
M063,2026-05-20,0,0
M063,2026-05-21,8,838344
M063,2026-05-22,8,1017248
M063,2026-05-23,2,452476
M063,2026-05-24,0,0
M063,2026-05-25,0,0
M063,2026-05-26,3,486138
M063,2026-05-27,0,0
M063,2026-05-28,7,1286341
M063,2026-05-29,0,0
M063,2026-05-30,11,1412554
M063,2026-05-31,8,614152
M063,2026-06-01,15,3261975
M063,2026-06-02,5,687610
M063,2026-06-03,8,2031896
M063,2026-06-04,3,374970
M063,2026-06-05,9,1467990
M063,2026-06-06,0,0
M063,2026-06-07,7,1664131
M063,2026-06-08,5,636915
M063,2026-06-09,12,2172900
M063,2026-06-10,0,0
M063,2026-06-11,8,1248128
M063,2026-06-12,2,299238
M063,2026-06-13,8,1358784
M063,2026-06-14,9,920331
M063,2026-06-15,8,572272
M063,2026-06-16,6,670284
M063,2026-06-17,4,568648
M063,2026-06-18,0,0
M063,2026-06-19,8,1073560
M063,2026-06-20,4,765864
M063,2026-06-21,8,1771240
M063,2026-06-22,11,2421771
M063,2026-06-23,0,0
M063,2026-06-24,8,1692864
M063,2026-06-25,4,684620
M063,2026-06-26,2,457616
M063,2026-06-27,4,793912
M063,2026-06-28,8,852928
M063,2026-06-29,0,0
M063,2026-06-30,5,947485
M063,2026-07-01,9,1144773
M063,2026-07-02,9,1954242
M063,2026-07-03,8,594480
M063,2026-07-04,0,0
M063,2026-07-05,8,1907376
M063,2026-07-06,9,2046339
M063,2026-07-07,1,30367
M063,2026-07-08,16,2398242
M063,2026-07-09,10,1457160
M063,2026-07-10,7,1001797
M063,2026-07-11,0,0
M063,2026-07-12,6,941082
M063,2026-07-13,3,394647
M063,2026-07-14,0,0
M063,2026-07-15,0,0
M063,2026-07-16,7,1062512
M063,2026-07-17,12,1851807
M063,2026-07-18,8,1214300
M063,2026-07-19,13,2003595
M063,2026-07-20,0,0
M063,2026-07-21,6,941082
M063,2026-07-22,17,2550030
M063,2026-07-23,4,637507
M063,2026-07-24,3,455362
M063,2026-07-25,0,0
M063,2026-07-26,10,1457160
M063,2026-07-27,9,1305372
M063,2026-07-28,7,1001797
M063,2026-07-29,0,0
M063,2026-07-30,1,121430
M063,2026-07-31,0,0
M063,2026-08-01,14,2064310
M063,2026-08-02,10,1487517
M063,2026-08-03,16,2367885
M063,2026-08-04,0,0
M063,2026-08-05,12,1873407
M063,2026-08-06,17,2587066
M063,2026-08-07,0,0
M063,2026-08-08,8,1189455
M063,2026-08-09,18,2735748
M063,2026-08-10,9,1308401
M063,2026-08-11,12,1843656
M063,2026-08-12,14,2051811
M063,2026-08-13,8,1129983
M063,2026-08-14,0,0
M063,2026-08-15,4,594727
M063,2026-08-16,13,1932865
M063,2026-08-17,17,2497857
M063,2026-08-18,8,1219192
M063,2026-08-19,3,475782
M063,2026-08-20,15,2230229
M063,2026-08-21,19,2854694
M063,2026-08-22,10,1546292
M063,2026-08-23,3,475782
M063,2026-08-24,0,0
M063,2026-08-25,5,713673
M063,2026-08-26,1,148681
M063,2026-08-27,9,1338137
M063,2026-08-28,18,2706012
M063,2026-08-29,8,1129983
M063,2026-08-30,18,2676275
M063,2026-08-31,10,1546292
M064,2025-08-15,0,0
M064,2025-08-16,0,0
M064,2025-08-17,0,0
M064,2025-08-18,0,0
M064,2025-08-19,5,225890
M064,2025-08-20,1,167217
M064,2025-08-21,0,0
M064,2025-08-22,5,697000
M064,2025-08-23,0,0
M064,2025-08-24,5,386995
M064,2025-08-25,0,0
M064,2025-08-26,6,378882
M064,2025-08-27,3,482337
M064,2025-08-28,0,0
M064,2025-08-29,6,243564
M064,2025-08-30,0,0
M064,2025-08-31,0,0
M064,2025-09-01,4,538468
M064,2025-09-02,5,662655
M064,2025-09-03,2,121876
M064,2025-09-04,4,556520
M064,2025-09-05,2,108104
M064,2025-09-06,0,0
M064,2025-09-07,4,476956
M064,2025-09-08,0,0
M064,2025-09-09,1,42423
M064,2025-09-10,0,0
M064,2025-09-11,0,0
M064,2025-09-12,7,856373
M064,2025-09-13,3,377817
M064,2025-09-14,4,305472
M064,2025-09-15,2,189674
M064,2025-09-16,3,112482
M064,2025-09-17,0,0
M064,2025-09-18,4,715712
M064,2025-09-19,0,0
M064,2025-09-20,0,0
M064,2025-09-21,1,113926
M064,2025-09-22,3,295248
M064,2025-09-23,0,0
M064,2025-09-24,5,800310
M064,2025-09-25,0,0
M064,2025-09-26,0,0
M064,2025-09-27,1,105811
M064,2025-09-28,0,0
M064,2025-09-29,3,539304
M064,2025-09-30,0,0
M064,2025-10-01,7,1067423
M064,2025-10-02,3,351879
M064,2025-10-03,8,876096
M064,2025-10-04,3,215610
M064,2025-10-05,4,419756
M064,2025-10-06,1,112896
M064,2025-10-07,4,210396
M064,2025-10-08,1,41957
M064,2025-10-09,0,0
M064,2025-10-10,3,273522
M064,2025-10-11,0,0
M064,2025-10-12,3,313389
M064,2025-10-13,2,211016
M064,2025-10-14,0,0
M064,2025-10-15,2,220390
M064,2025-10-16,8,1325608
M064,2025-10-17,0,0
M064,2025-10-18,5,783100
M064,2025-10-19,0,0
M064,2025-10-20,3,480924
M064,2025-10-21,3,267492
M064,2025-10-22,0,0
M064,2025-10-23,3,210624
M064,2025-10-24,0,0
M064,2025-10-25,0,0
M064,2025-10-26,3,348258
M064,2025-10-27,0,0
M064,2025-10-28,2,79760
M064,2025-10-29,5,295025
M064,2025-10-30,0,0
M064,2025-10-31,0,0
M064,2025-11-01,0,0
M064,2025-11-02,2,338572
M064,2025-11-03,1,94905
M064,2025-11-04,0,0
M064,2025-11-05,6,211164
M064,2025-11-06,6,240834
M064,2025-11-07,10,1717790
M064,2025-11-08,3,494640
M064,2025-11-09,0,0
M064,2025-11-10,1,82807
M064,2025-11-11,0,0
M064,2025-11-12,0,0
M064,2025-11-13,8,963720
M064,2025-11-14,0,0
M064,2025-11-15,6,704940
M064,2025-11-16,0,0
M064,2025-11-17,0,0
M064,2025-11-18,5,342680
M064,2025-11-19,0,0
M064,2025-11-20,0,0
M064,2025-11-21,5,607955
M064,2025-11-22,0,0
M064,2025-11-23,0,0
M064,2025-11-24,0,0
M064,2025-11-25,4,513320
M064,2025-11-26,8,786952
M064,2025-11-27,0,0
M064,2025-11-28,7,1090229
M064,2025-11-29,3,314238
M064,2025-11-30,6,533658
M064,2025-12-01,5,607040
M064,2025-12-02,5,239865
M064,2025-12-03,0,0
M064,2025-12-04,0,0
M064,2025-12-05,0,0
M064,2025-12-06,0,0
M064,2025-12-07,0,0
M064,2025-12-08,0,0
M064,2025-12-09,0,0
M064,2025-12-10,0,0
M064,2025-12-11,0,0
M064,2025-12-12,4,360248
M064,2025-12-13,0,0
M064,2025-12-14,8,1027672
M064,2025-12-15,0,0
M064,2025-12-16,4,609808
M064,2025-12-17,0,0
M064,2025-12-18,0,0
M064,2025-12-19,0,0
M064,2025-12-20,3,170358
M064,2025-12-21,0,0
M064,2025-12-22,0,0
M064,2025-12-23,0,0
M064,2025-12-24,1,147086
M064,2025-12-25,5,459120
M064,2025-12-26,2,185908
M064,2025-12-27,5,422745
M064,2025-12-28,4,334440
M064,2025-12-29,4,374124
M064,2025-12-30,0,0
M064,2025-12-31,0,0
M064,2026-01-01,0,0
M064,2026-01-02,6,566718
M064,2026-01-03,3,258576
M064,2026-01-04,3,418362
M064,2026-01-05,0,0
M064,2026-01-06,0,0
M064,2026-01-07,5,571545
M064,2026-01-08,7,1117368
M064,2026-01-09,0,0
M064,2026-01-10,3,235818
M064,2026-01-11,1,117705
M064,2026-01-12,4,508676
M064,2026-01-13,2,215674
M064,2026-01-14,0,0
M064,2026-01-15,5,749675
M064,2026-01-16,0,0
M064,2026-01-17,4,371044
M064,2026-01-18,2,75558
M064,2026-01-19,0,0
M064,2026-01-20,0,0
M064,2026-01-21,3,528321
M064,2026-01-22,0,0
M064,2026-01-23,5,282725
M064,2026-01-24,0,0
M064,2026-01-25,6,556086
M064,2026-01-26,0,0
M064,2026-01-27,3,423333
M064,2026-01-28,1,43639
M064,2026-01-29,2,312164
M064,2026-01-30,4,678228
M064,2026-01-31,0,0
M064,2026-02-01,5,491315
M064,2026-02-02,7,489965
M064,2026-02-03,0,0
M064,2026-02-04,1,35863
M064,2026-02-05,0,0
M064,2026-02-06,4,189112
M064,2026-02-07,3,115110
M064,2026-02-08,3,248004
M064,2026-02-09,0,0
M064,2026-02-10,10,887100
M064,2026-02-11,5,535135
M064,2026-02-12,1,133740
M064,2026-02-13,4,181436
M064,2026-02-14,2,319618
M064,2026-02-15,0,0
M064,2026-02-16,4,247056
M064,2026-02-17,3,276120
M064,2026-02-18,0,0
M064,2026-02-19,0,0
M064,2026-02-20,3,418881
M064,2026-02-21,0,0
M064,2026-02-22,0,0
M064,2026-02-23,5,740670
M064,2026-02-24,4,244936
M064,2026-02-25,3,131706
M064,2026-02-26,5,466420
M064,2026-02-27,0,0
M064,2026-02-28,3,218547
M064,2026-03-01,0,0
M064,2026-03-02,0,0
M064,2026-03-03,2,71242
M064,2026-03-04,2,95052
M064,2026-03-05,0,0
M064,2026-03-06,2,232986
M064,2026-03-07,2,119364
M064,2026-03-08,7,462462
M064,2026-03-09,5,237065
M064,2026-03-10,0,0
M064,2026-03-11,4,276872
M064,2026-03-12,0,0
M064,2026-03-13,3,165714
M064,2026-03-14,0,0
M064,2026-03-15,0,0
M064,2026-03-16,3,164337
M064,2026-03-17,0,0
M064,2026-03-18,7,1106833
M064,2026-03-19,4,352456
M064,2026-03-20,3,192828
M064,2026-03-21,7,638883
M064,2026-03-22,0,0
M064,2026-03-23,5,656585
M064,2026-03-24,4,313036
M064,2026-03-25,2,355570
M064,2026-03-26,0,0
M064,2026-03-27,4,528940
M064,2026-03-28,1,114807
M064,2026-03-29,6,472380
M064,2026-03-30,0,0
M064,2026-03-31,2,262620
M064,2026-04-01,5,658405
M064,2026-04-02,5,831200
M064,2026-04-03,0,0
M064,2026-04-04,0,0
M064,2026-04-05,5,253700
M064,2026-04-06,4,638108
M064,2026-04-07,0,0
M064,2026-04-08,3,249963
M064,2026-04-09,0,0
M064,2026-04-10,4,291400
M064,2026-04-11,8,673224
M064,2026-04-12,2,158022
M064,2026-04-13,0,0
M064,2026-04-14,6,704616
M064,2026-04-15,6,271530
M064,2026-04-16,4,350436
M064,2026-04-17,0,0
M064,2026-04-18,6,499890
M064,2026-04-19,0,0
M064,2026-04-20,5,706820
M064,2026-04-21,4,299712
M064,2026-04-22,3,492951
M064,2026-04-23,0,0
M064,2026-04-24,7,1186290
M064,2026-04-25,3,472329
M064,2026-04-26,0,0
M064,2026-04-27,4,152136
M064,2026-04-28,5,555720
M064,2026-04-29,0,0
M064,2026-04-30,10,1316450
M064,2026-05-01,5,423165
M064,2026-05-02,2,293186
M064,2026-05-03,3,512202
M064,2026-05-04,3,276906
M064,2026-05-05,0,0
M064,2026-05-06,9,543303
M064,2026-05-07,2,122440
M064,2026-05-08,2,289610
M064,2026-05-09,2,325496
M064,2026-05-10,0,0
M064,2026-05-11,4,669828
M064,2026-05-12,1,49210
M064,2026-05-13,0,0
M064,2026-05-14,0,0
M064,2026-05-15,0,0
M064,2026-05-16,1,171913
M064,2026-05-17,0,0
M064,2026-05-18,7,638715
M064,2026-05-19,0,0
M064,2026-05-20,5,801185
M064,2026-05-21,1,62859
M064,2026-05-22,0,0
M064,2026-05-23,3,141402
M064,2026-05-24,2,357404
M064,2026-05-25,4,144796
M064,2026-05-26,3,536853
M064,2026-05-27,4,457876
M064,2026-05-28,0,0
M064,2026-05-29,6,474420
M064,2026-05-30,5,386150
M064,2026-05-31,0,0
M064,2026-06-01,0,0
M064,2026-06-02,6,497118
M064,2026-06-03,0,0
M064,2026-06-04,0,0
M064,2026-06-05,0,0
M064,2026-06-06,0,0
M064,2026-06-07,0,0
M064,2026-06-08,4,218872
M064,2026-06-09,3,225312
M064,2026-06-10,0,0
M064,2026-06-11,0,0
M064,2026-06-12,2,193798
M064,2026-06-13,5,324120
M064,2026-06-14,5,268290
M064,2026-06-15,3,349260
M064,2026-06-16,5,425645
M064,2026-06-17,0,0
M064,2026-06-18,0,0
M064,2026-06-19,3,132522
M064,2026-06-20,1,171902
M064,2026-06-21,0,0
M064,2026-06-22,9,1020924
M064,2026-06-23,6,1078140
M064,2026-06-24,4,237164
M064,2026-06-25,0,0
M064,2026-06-26,0,0
M064,2026-06-27,4,329752
M064,2026-06-28,0,0
M064,2026-06-29,0,0
M064,2026-06-30,0,0
M064,2026-07-01,2,157894
M064,2026-07-02,0,0
M064,2026-07-03,0,0
M064,2026-07-04,5,531840
M064,2026-07-05,7,827204
M064,2026-07-06,3,471036
M064,2026-07-07,1,124177
M064,2026-07-08,5,487817
M064,2026-07-09,0,0
M064,2026-07-10,0,0
M064,2026-07-11,0,0
M064,2026-07-12,0,0
M064,2026-07-13,2,212865
M064,2026-07-14,0,0
M064,2026-07-15,6,532164
M064,2026-07-16,6,558772
M064,2026-07-17,1,35477
M064,2026-07-18,8,753899
M064,2026-07-19,2,159649
M064,2026-07-20,5,470078
M064,2026-07-21,4,399123
M064,2026-07-22,0,0
M064,2026-07-23,2,150779
M064,2026-07-24,7,647466
M064,2026-07-25,7,585380
M064,2026-07-26,4,354776
M064,2026-07-27,9,842593
M064,2026-07-28,1,88694
M064,2026-07-29,7,620858
M064,2026-07-30,8,727290
M064,2026-07-31,8,691813
M064,2026-08-01,0,0
M064,2026-08-02,0,0
M064,2026-08-03,1,88694
M064,2026-08-04,11,945337
M064,2026-08-05,2,201669
M064,2026-08-06,6,504174
M064,2026-08-07,12,1046162
M064,2026-08-08,1,88230
M064,2026-08-09,8,731053
M064,2026-08-10,13,1146997
M064,2026-08-11,0,0
M064,2026-08-12,5,415944
M064,2026-08-13,13,1146997
M064,2026-08-14,0,0
M064,2026-08-15,0,0
M064,2026-08-16,0,0
M064,2026-08-17,10,882305
M064,2026-08-18,1,37813
M064,2026-08-19,1,100834
M064,2026-08-20,4,340317
M064,2026-08-21,0,0
M064,2026-08-22,3,226878
M064,2026-08-23,0,0
M064,2026-08-24,0,0
M064,2026-08-25,0,0
M064,2026-08-26,3,252087
M064,2026-08-27,2,201669
M064,2026-08-28,3,226878
M064,2026-08-29,6,541987
M064,2026-08-30,0,0
M064,2026-08-31,2,201669
M069,2025-07-16,0,0
M069,2025-07-17,0,0
M069,2025-07-18,0,0
M069,2025-07-19,0,0
M069,2025-07-20,0,0
M069,2025-07-21,4,651228
M069,2025-07-22,6,430842
M069,2025-07-23,0,0
M069,2025-07-24,4,387960
M069,2025-07-25,0,0
M069,2025-07-26,8,1598120
M069,2025-07-27,0,0
M069,2025-07-28,6,1000836
M069,2025-07-29,7,611478
M069,2025-07-30,12,1113768
M069,2025-07-31,10,1175600
M069,2025-08-01,8,1023064
M069,2025-08-02,0,0
M069,2025-08-03,9,1759194
M069,2025-08-04,6,1424160
M069,2025-08-05,7,1779358
M069,2025-08-06,8,845192
M069,2025-08-07,10,2227100
M069,2025-08-08,10,1529650
M069,2025-08-09,9,2018727
M069,2025-08-10,12,1727028
M069,2025-08-11,4,604852
M069,2025-08-12,0,0
M069,2025-08-13,0,0
M069,2025-08-14,3,541566
M069,2025-08-15,6,430002
M069,2025-08-16,0,0
M069,2025-08-17,8,1727784
M069,2025-08-18,10,2517830
M069,2025-08-19,8,629256
M069,2025-08-20,10,2452650
M069,2025-08-21,0,0
M069,2025-08-22,0,0
M069,2025-08-23,0,0
M069,2025-08-24,8,1510088
M069,2025-08-25,9,1766772
M069,2025-08-26,11,850872
M069,2025-08-27,5,479940
M069,2025-08-28,8,1195792
M069,2025-08-29,10,1832890
M069,2025-08-30,7,1425431
M069,2025-08-31,7,1206198
M069,2025-09-01,6,808824
M069,2025-09-02,8,1020616
M069,2025-09-03,8,1983968
M069,2025-09-04,9,2278800
M069,2025-09-05,9,752751
M069,2025-09-06,12,2338932
M069,2025-09-07,15,3487455
M069,2025-09-08,8,1368312
M069,2025-09-09,0,0
M069,2025-09-10,9,1019718
M069,2025-09-11,8,1822296
M069,2025-09-12,0,0
M069,2025-09-13,0,0
M069,2025-09-14,6,483870
M069,2025-09-15,0,0
M069,2025-09-16,8,648360
M069,2025-09-17,4,612600
M069,2025-09-18,0,0
M069,2025-09-19,0,0
M069,2025-09-20,7,1471183
M069,2025-09-21,10,1205400
M069,2025-09-22,9,2182311
M069,2025-09-23,10,1587280
M069,2025-09-24,6,430320
M069,2025-09-25,8,1795208
M069,2025-09-26,0,0
M069,2025-09-27,7,1498448
M069,2025-09-28,0,0
M069,2025-09-29,0,0
M069,2025-09-30,10,1784600
M069,2025-10-01,11,985963
M069,2025-10-02,10,1753930
M069,2025-10-03,8,1027616
M069,2025-10-04,0,0
M069,2025-10-05,9,1635552
M069,2025-10-06,0,0
M069,2025-10-07,9,1823382
M069,2025-10-08,9,1068012
M069,2025-10-09,0,0
M069,2025-10-10,5,465950
M069,2025-10-11,6,1525068
M069,2025-10-12,4,822100
M069,2025-10-13,5,623365
M069,2025-10-14,11,2826912
M069,2025-10-15,0,0
M069,2025-10-16,4,718456
M069,2025-10-17,0,0
M069,2025-10-18,0,0
M069,2025-10-19,0,0
M069,2025-10-20,0,0
M069,2025-10-21,5,891880
M069,2025-10-22,0,0
M069,2025-10-23,4,578792
M069,2025-10-24,13,1503944
M069,2025-10-25,8,1952576
M069,2025-10-26,0,0
M069,2025-10-27,9,1220040
M069,2025-10-28,7,1658727
M069,2025-10-29,14,2395330
M069,2025-10-30,9,1827198
M069,2025-10-31,12,2680872
M069,2025-11-01,6,843456
M069,2025-11-02,5,869535
M069,2025-11-03,9,654183
M069,2025-11-04,5,968295
M069,2025-11-05,10,749340
M069,2025-11-06,0,0
M069,2025-11-07,7,1467235
M069,2025-11-08,14,2598638
M069,2025-11-09,8,1240984
M069,2025-11-10,0,0
M069,2025-11-11,0,0
M069,2025-11-12,9,994095
M069,2025-11-13,6,1058160
M069,2025-11-14,8,2010648
M069,2025-11-15,10,1449070
M069,2025-11-16,0,0
M069,2025-11-17,7,749063
M069,2025-11-18,9,2093697
M069,2025-11-19,10,1811280
M069,2025-11-20,0,0
M069,2025-11-21,5,750855
M069,2025-11-22,12,2451084
M069,2025-11-23,12,1981608
M069,2025-11-24,12,2605644
M069,2025-11-25,11,845130
M069,2025-11-26,10,1558910
M069,2025-11-27,5,1081995
M069,2025-11-28,10,2417650
M069,2025-11-29,8,1682432
M069,2025-11-30,0,0
M069,2025-12-01,8,1829616
M069,2025-12-02,8,1577344
M069,2025-12-03,11,2057011
M069,2025-12-04,9,981612
M069,2025-12-05,0,0
M069,2025-12-06,6,1034382
M069,2025-12-07,0,0
M069,2025-12-08,12,2418432
M069,2025-12-09,9,1637370
M069,2025-12-10,13,3282526
M069,2025-12-11,0,0
M069,2025-12-12,8,958512
M069,2025-12-13,0,0
M069,2025-12-14,0,0
M069,2025-12-15,12,1229940
M069,2025-12-16,7,891555
M069,2025-12-17,8,1479936
M069,2025-12-18,8,1951448
M069,2025-12-19,0,0
M069,2025-12-20,4,716088
M069,2025-12-21,14,1653638
M069,2025-12-22,14,1914276
M069,2025-12-23,10,1922450
M069,2025-12-24,9,1927467
M069,2025-12-25,7,713384
M069,2025-12-26,0,0
M069,2025-12-27,6,618168
M069,2025-12-28,11,2619870
M069,2025-12-29,8,1087376
M069,2025-12-30,5,1207930
M069,2025-12-31,11,1442837
M069,2026-01-01,12,1117848
M069,2026-01-02,5,792970
M069,2026-01-03,6,1180230
M069,2026-01-04,5,1221545
M069,2026-01-05,6,441330
M069,2026-01-06,0,0
M069,2026-01-07,5,712895
M069,2026-01-08,12,2028048
M069,2026-01-09,0,0
M069,2026-01-10,0,0
M069,2026-01-11,0,0
M069,2026-01-12,5,1015705
M069,2026-01-13,9,1557081
M069,2026-01-14,8,1941456
M069,2026-01-15,8,1021344
M069,2026-01-16,0,0
M069,2026-01-17,7,1456189
M069,2026-01-18,0,0
M069,2026-01-19,0,0
M069,2026-01-20,8,867768
M069,2026-01-21,12,2664744
M069,2026-01-22,7,1149365
M069,2026-01-23,8,1543984
M069,2026-01-24,13,1791985
M069,2026-01-25,5,920475
M069,2026-01-26,0,0
M069,2026-01-27,8,1318976
M069,2026-01-28,7,839055
M069,2026-01-29,9,1914597
M069,2026-01-30,0,0
M069,2026-01-31,0,0
M069,2026-02-01,5,570690
M069,2026-02-02,0,0
M069,2026-02-03,0,0
M069,2026-02-04,5,1294220
M069,2026-02-05,9,1264095
M069,2026-02-06,8,1390968
M069,2026-02-07,12,1884204
M069,2026-02-08,10,2309570
M069,2026-02-09,12,1723812
M069,2026-02-10,8,1954848
M069,2026-02-11,7,1087982
M069,2026-02-12,7,1716526
M069,2026-02-13,7,722463
M069,2026-02-14,0,0
M069,2026-02-15,7,849961
M069,2026-02-16,0,0
M069,2026-02-17,13,3022812
M069,2026-02-18,9,1493145
M069,2026-02-19,5,619485
M069,2026-02-20,9,723996
M069,2026-02-21,11,2121955
M069,2026-02-22,0,0
M069,2026-02-23,0,0
M069,2026-02-24,4,871940
M069,2026-02-25,0,0
M069,2026-02-26,0,0
M069,2026-02-27,11,2501004
M069,2026-02-28,2,246500
M069,2026-03-01,13,2174393
M069,2026-03-02,3,367845
M069,2026-03-03,10,923320
M069,2026-03-04,9,2218203
M069,2026-03-05,0,0
M069,2026-03-06,5,653750
M069,2026-03-07,10,1088850
M069,2026-03-08,9,1518057
M069,2026-03-09,12,2628288
M069,2026-03-10,0,0
M069,2026-03-11,12,2717172
M069,2026-03-12,6,935028
M069,2026-03-13,16,1673696
M069,2026-03-14,9,1082853
M069,2026-03-15,4,583308
M069,2026-03-16,6,1295994
M069,2026-03-17,0,0
M069,2026-03-18,4,785820
M069,2026-03-19,12,3049392
M069,2026-03-20,6,1345710
M069,2026-03-21,7,1153803
M069,2026-03-22,7,1033893
M069,2026-03-23,6,870054
M069,2026-03-24,6,760830
M069,2026-03-25,9,1879218
M069,2026-03-26,0,0
M069,2026-03-27,5,466435
